City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
49,Caravelas,BR,2020-08-30 18:04:06,-17.71,-39.25,79.56,68,40,9.86,scattered clouds
50,Iqaluit,CA,2020-08-30 18:00:12,63.75,-68.51,51.8,66,20,5.82,few clouds
51,Ermelo,ZA,2020-08-30 18:04:06,-26.53,29.98,49.6,91,53,6.2,broken clouds
52,Hella,NO,2020-08-30 18:04:06,67.2,14.43,50.0,61,40,3.36,scattered clouds
53,Bambous Virieux,MU,2020-08-30 18:04:06,-20.34,57.76,71.6,83,75,13.87,light intensity shower rain
54,Evensk,RU,2020-08-30 18:04:06,61.95,159.23,44.38,68,8,9.06,clear sky
55,Marawi,PH,2020-08-30 18:04:07,8.0,124.29,77.0,86,100,7.0,overcast clouds
56,Leningradskiy,RU,2020-08-30 18:04:07,69.38,178.42,35.33,91,100,10.13,overcast clouds
57,Bluff,NZ,2020-08-30 18:04:07,-46.6,168.33,45.0,72,73,11.01,broken clouds
58,Aykhal,RU,2020-08-30 18:04:07,66.0,111.5,48.2,66,90,2.24,haze
59,Luwuk,ID,2020-08-30 18:04:08,-0.95,122.79,78.04,73,91,6.38,overcast clouds
60,Flinders,AU,2020-08-30 18:04:08,-34.58,150.86,64.0,81,58,1.01,broken clouds
61,Abu Zabad,SD,2020-08-30 18:04:08,12.35,29.25,80.02,69,60,7.92,light rain
62,Hithadhoo,MV,2020-08-30 18:04:08,-0.6,73.08,82.24,76,11,12.64,few clouds
63,Margate,GB,2020-08-30 18:04:09,51.38,1.39,61.0,79,90,8.99,overcast clouds
64,Hobyo,SO,2020-08-30 18:04:09,5.35,48.53,78.19,77,4,25.75,clear sky
65,Lubao,PH,2020-08-30 18:04:09,14.92,120.55,78.8,88,75,5.82,broken clouds
66,Saint-Philippe,RE,2020-08-30 18:04:09,-21.36,55.77,68.0,77,29,8.05,light rain
67,Sioux Lookout,CA,2020-08-30 18:04:10,50.1,-91.92,66.2,63,40,6.93,scattered clouds
68,Upernavik,GL,2020-08-30 18:04:10,72.79,-56.15,42.22,75,38,7.92,scattered clouds
69,Punta Arenas,CL,2020-08-30 18:04:10,-53.15,-70.92,35.6,47,75,21.92,broken clouds
70,Norman Wells,CA,2020-08-30 18:02:58,65.28,-126.83,51.8,62,75,12.75,broken clouds
71,Leh,IN,2020-08-30 18:04:10,34.17,77.58,61.65,29,0,4.36,clear sky
72,Aklavik,CA,2020-08-30 18:04:11,68.22,-135.01,44.6,81,90,6.93,overcast clouds
73,Polson,US,2020-08-30 18:04:11,47.69,-114.16,64.0,34,0,5.99,clear sky
74,Ampanihy,MG,2020-08-30 18:04:11,-24.7,44.75,75.27,56,54,8.79,broken clouds
75,Yulara,AU,2020-08-30 18:04:11,-25.24,130.99,59.0,44,0,5.82,clear sky
76,Masyaf,SY,2020-08-30 18:04:12,35.07,36.34,84.2,74,0,3.36,clear sky
77,Manokwari,ID,2020-08-30 18:04:12,-0.87,134.08,78.8,72,77,5.44,light rain
78,Khatanga,RU,2020-08-30 18:04:12,71.97,102.5,45.75,84,100,8.01,overcast clouds
79,Bethel,US,2020-08-30 18:04:13,41.37,-73.41,75.99,59,15,5.99,few clouds
80,Sao Filipe,CV,2020-08-30 18:04:13,14.9,-24.5,79.32,78,41,9.64,scattered clouds
81,Qaanaaq,GL,2020-08-30 18:04:13,77.48,-69.36,34.02,77,0,4.34,clear sky
82,Ambatofinandrahana,MG,2020-08-30 18:04:13,-20.55,46.8,56.32,84,6,5.73,clear sky
83,Half Moon Bay,US,2020-08-30 18:04:00,37.46,-122.43,69.01,77,40,4.7,smoke
84,Broken Hill,AU,2020-08-30 18:04:14,-31.95,141.43,46.4,81,0,11.41,clear sky
85,Rafaela,AR,2020-08-30 18:04:14,-31.25,-61.49,61.0,29,6,5.99,clear sky
86,Barkly West,ZA,2020-08-30 18:00:27,-28.54,24.52,46.4,24,0,3.36,clear sky
87,Egvekinot,RU,2020-08-30 18:04:15,66.32,-179.17,39.33,78,70,18.41,broken clouds
88,Bighapur,IN,2020-08-30 18:04:15,26.35,80.68,82.4,88,75,7.29,mist
89,Hobart,AU,2020-08-30 18:01:14,-42.88,147.33,44.01,75,40,14.99,light intensity shower rain
90,Monmouth,US,2020-08-30 18:02:43,40.3,-74.17,78.01,50,75,17.22,broken clouds
91,Afonso Bezerra,BR,2020-08-30 18:04:15,-5.5,-36.51,93.94,26,37,21.16,scattered clouds
92,Fairbanks,US,2020-08-30 17:59:32,64.84,-147.72,55.0,76,1,5.82,clear sky
93,Bandarbeyla,SO,2020-08-30 18:04:16,9.49,50.81,77.13,79,94,30.89,overcast clouds
94,Sohag,EG,2020-08-30 18:04:16,26.56,31.69,96.8,22,0,9.17,clear sky
95,Bredasdorp,ZA,2020-08-30 18:01:45,-34.53,20.04,46.4,75,46,3.36,scattered clouds
96,Berlevag,NO,2020-08-30 18:04:16,70.86,29.09,46.4,87,75,6.93,shower rain
97,Kathmandu,NP,2020-08-30 18:00:20,27.72,85.32,73.4,88,75,2.24,broken clouds
98,Nome,US,2020-08-30 18:02:11,64.5,-165.41,52.0,76,20,10.29,few clouds
99,Guerrero Negro,MX,2020-08-30 18:04:17,27.98,-114.06,79.43,61,1,7.78,clear sky
100,Torbay,CA,2020-08-30 18:04:17,47.67,-52.73,69.01,100,90,23.04,moderate rain
101,Laguna,US,2020-08-30 18:04:17,38.42,-121.42,75.0,68,1,5.06,haze
102,Ouargaye,BF,2020-08-30 18:04:18,11.5,0.06,79.63,79,81,6.49,broken clouds
103,Mar Del Plata,AR,2020-08-30 18:04:12,-38.0,-57.56,59.0,26,0,23.04,clear sky
104,Vila Franca Do Campo,PT,2020-08-30 18:01:47,37.72,-25.43,77.0,83,40,8.05,scattered clouds
105,Geraldton,AU,2020-08-30 18:04:18,-28.77,114.6,42.8,87,0,3.67,clear sky
106,Tikamgarh,IN,2020-08-30 18:02:22,24.75,78.83,75.58,89,8,7.47,clear sky
107,Pangnirtung,CA,2020-08-30 18:04:19,66.15,-65.71,46.4,87,20,11.41,few clouds
108,Alofi,NU,2020-08-30 18:01:07,-19.06,-169.92,66.2,100,36,3.36,scattered clouds
109,New Norfolk,AU,2020-08-30 18:04:19,-42.78,147.06,44.01,74,91,3.0,moderate rain
110,Qasigiannguit,GL,2020-08-30 18:04:19,68.82,-51.19,46.4,61,5,6.93,clear sky
111,Eyl,SO,2020-08-30 18:04:20,7.98,49.82,78.39,74,95,24.11,overcast clouds
112,Kodiak,US,2020-08-30 18:02:00,57.79,-152.41,53.6,81,90,3.36,overcast clouds
113,Mount Isa,AU,2020-08-30 18:00:15,-20.73,139.5,71.6,35,0,6.93,clear sky
114,Shingu,JP,2020-08-30 18:04:21,33.73,135.98,76.32,83,12,3.6,few clouds
115,Poya,NC,2020-08-30 18:04:21,-21.35,165.15,60.33,78,40,3.24,scattered clouds
116,Kieta,PG,2020-08-30 18:04:21,-6.22,155.63,79.9,75,63,5.26,broken clouds
117,Barrow,US,2020-08-30 18:04:21,71.29,-156.79,39.2,86,90,10.29,overcast clouds
118,Tarko-Sale,RU,2020-08-30 18:04:21,64.92,77.78,46.99,83,25,7.74,moderate rain
119,Fukue,JP,2020-08-30 18:04:22,32.69,128.84,84.11,81,1,18.77,clear sky
120,Launceston,AU,2020-08-30 18:04:22,-41.45,147.17,46.0,65,90,5.82,overcast clouds
121,Chokurdakh,RU,2020-08-30 18:04:22,70.63,147.92,41.38,81,100,7.14,overcast clouds
122,Young,UY,2020-08-30 18:04:23,-32.68,-57.63,57.99,38,56,1.99,broken clouds
123,Katsuura,JP,2020-08-30 18:04:23,35.13,140.3,80.6,94,75,6.93,broken clouds
124,Birjand,IR,2020-08-30 18:04:23,32.87,59.22,71.6,18,0,11.41,clear sky
125,Coquimbo,CL,2020-08-30 18:04:23,-29.95,-71.34,59.0,67,0,12.75,clear sky
126,Ilulissat,GL,2020-08-30 18:01:44,69.22,-51.1,46.4,61,5,6.93,clear sky
127,Patacamaya,BO,2020-08-30 18:04:24,-17.23,-67.92,57.58,33,5,13.4,clear sky
128,Havre-Saint-Pierre,CA,2020-08-30 18:04:24,50.23,-63.6,53.6,76,90,8.05,light rain
129,Hasaki,JP,2020-08-30 18:04:24,35.73,140.83,77.0,100,40,1.12,scattered clouds
130,Mason City,US,2020-08-30 18:03:06,43.15,-93.2,75.0,49,1,16.11,clear sky
131,Husavik,IS,2020-08-30 18:04:25,66.04,-17.34,62.6,55,75,24.16,broken clouds
132,Namatanai,PG,2020-08-30 18:02:17,-3.67,152.43,79.02,85,57,7.2,light rain
133,Creel,MX,2020-08-30 17:59:53,27.75,-107.63,67.89,64,93,2.44,overcast clouds
134,Karratha,AU,2020-08-30 18:04:26,-20.74,116.85,74.5,41,0,6.71,clear sky
135,San Juan Pueblo,HN,2020-08-30 18:04:26,15.58,-87.23,89.6,55,20,6.93,few clouds
136,Ratne,UA,2020-08-30 18:04:26,51.67,24.53,74.84,69,0,10.09,clear sky
137,Becej,RS,2020-08-30 18:04:27,45.62,20.03,86.32,31,7,10.63,clear sky
138,Isla Mujeres,MX,2020-08-30 18:04:27,21.23,-86.73,88.0,70,40,12.75,scattered clouds
139,Kindu,CD,2020-08-30 18:04:27,-2.95,25.95,73.67,91,80,1.72,broken clouds
140,Thompson,CA,2020-08-30 18:04:27,55.74,-97.86,53.6,100,90,4.7,light rain
141,Ponta Delgada,PT,2020-08-30 18:04:27,37.73,-25.67,77.0,83,40,8.05,scattered clouds
142,Harfleur,FR,2020-08-30 18:04:28,49.51,0.2,60.8,72,90,13.87,overcast clouds
143,Kupang,ID,2020-08-30 18:02:13,-10.17,123.58,75.42,84,39,11.97,scattered clouds
144,College,US,2020-08-30 18:04:28,64.86,-147.8,54.0,76,75,3.13,broken clouds
145,Kontagora,NG,2020-08-30 18:04:28,10.4,5.47,74.3,89,100,3.69,light rain
146,Chumikan,RU,2020-08-30 18:04:29,54.72,135.31,49.37,73,65,4.34,broken clouds
147,Sitka,US,2020-08-30 18:02:19,57.05,-135.33,53.6,81,90,13.87,moderate rain
148,Longyearbyen,SJ,2020-08-30 18:01:20,78.22,15.64,41.0,75,75,21.92,light rain
149,Brae,GB,2020-08-30 18:04:13,60.4,-1.35,53.6,71,40,8.05,scattered clouds
150,Maningrida,AU,2020-08-30 18:04:29,-12.07,134.27,73.9,73,58,10.25,light rain
151,Yining,CN,2020-08-30 18:04:29,29.04,114.56,73.94,84,0,0.16,clear sky
152,Dikson,RU,2020-08-30 18:02:16,73.51,80.55,41.38,96,100,16.6,light rain
153,Banda Aceh,ID,2020-08-30 18:04:30,5.56,95.32,80.11,79,99,9.66,light rain
154,Rypefjord,NO,2020-08-30 18:04:31,70.63,23.67,46.4,70,40,19.46,scattered clouds
155,Hamilton,US,2020-08-30 17:59:38,39.18,-84.53,80.01,44,1,6.93,clear sky
156,Solnechnyy,RU,2020-08-30 18:04:31,50.72,136.63,48.2,84,0,4.03,clear sky
157,Ust-Ilimsk,RU,2020-08-30 18:04:31,58.0,102.66,50.95,84,14,1.97,few clouds
158,Ancud,CL,2020-08-30 18:04:31,-41.87,-73.82,39.99,95,67,5.01,broken clouds
159,Key West,US,2020-08-30 18:04:31,24.56,-81.78,91.4,62,20,8.05,few clouds
160,Pochutla,MX,2020-08-30 18:04:32,15.74,-96.47,91.0,62,20,5.53,few clouds
161,Kachiry,KZ,2020-08-30 18:04:33,53.07,76.1,65.57,53,0,4.97,clear sky
162,Guantanamo,CU,2020-08-30 18:04:33,20.14,-75.21,89.01,66,20,10.29,few clouds
163,Turtas,RU,2020-08-30 18:04:33,58.94,69.13,65.16,82,30,7.4,scattered clouds
164,Bozhou,CN,2020-08-30 18:04:34,33.88,115.77,74.12,89,2,1.72,clear sky
165,Khasan,RU,2020-08-30 18:04:34,42.43,130.64,64.45,87,100,11.81,overcast clouds
166,Tariba,VE,2020-08-30 18:04:34,7.82,-72.22,86.0,58,40,9.17,scattered clouds
167,Sao Joao Da Barra,BR,2020-08-30 18:01:31,-21.64,-41.05,84.2,54,20,18.34,few clouds
168,Tromso,NO,2020-08-30 18:00:35,69.65,18.96,46.4,75,90,10.29,overcast clouds
169,Saint-Leu,RE,2020-08-30 18:04:35,-21.15,55.28,68.0,77,8,8.05,clear sky
170,Olafsvik,IS,2020-08-30 18:04:35,64.89,-23.71,52.68,92,100,26.15,moderate rain
171,Tuatapere,NZ,2020-08-30 18:04:35,-46.13,167.68,45.0,72,57,11.01,broken clouds
172,Phetchabun,TH,2020-08-30 18:04:35,16.25,101.08,77.61,82,98,2.48,overcast clouds
173,Hermanus,ZA,2020-08-30 18:04:36,-34.42,19.23,48.0,76,18,11.41,few clouds
174,Palmer,US,2020-08-30 18:02:00,42.16,-72.33,73.99,43,40,16.11,scattered clouds
175,Poum,NC,2020-08-30 18:04:36,-20.23,164.02,68.81,70,49,12.21,scattered clouds
176,Vestmanna,FO,2020-08-30 18:04:36,62.16,-7.17,51.8,93,98,9.17,overcast clouds
177,Seoul,KR,2020-08-30 18:03:09,37.57,126.98,77.0,88,1,4.7,clear sky
178,Kedrovyy,RU,2020-08-30 18:04:37,56.17,91.82,55.4,93,40,3.8,scattered clouds
179,Dongsheng,CN,2020-08-30 18:04:37,39.82,109.98,53.46,89,75,9.53,broken clouds
180,Narsaq,GL,2020-08-30 18:04:38,60.92,-46.05,57.2,50,99,2.24,overcast clouds
181,Svetlogorsk,BY,2020-08-30 18:04:38,52.63,29.73,72.39,67,0,10.11,clear sky
182,Pisco,PE,2020-08-30 18:04:38,-13.7,-76.22,64.99,77,100,5.82,overcast clouds
183,Floro,NO,2020-08-30 18:04:39,61.6,5.03,55.4,58,0,19.46,clear sky
184,Fasa,IR,2020-08-30 18:04:39,28.94,53.65,84.2,13,0,6.93,clear sky
185,Severnoye,RU,2020-08-30 18:04:40,56.35,78.36,57.09,89,16,3.53,few clouds
186,Westerland,DE,2020-08-30 18:04:40,54.91,8.3,60.8,67,0,20.8,clear sky
187,Kayes,ML,2020-08-30 18:04:40,14.0,-11.0,82.08,85,100,4.38,moderate rain
188,Labrea,BR,2020-08-30 18:04:40,-7.26,-64.8,96.31,35,53,1.28,broken clouds
189,Yengema,SL,2020-08-30 18:04:40,8.72,-11.17,72.21,98,100,3.65,moderate rain
190,Olavarria,AR,2020-08-30 18:04:41,-36.89,-60.32,57.0,29,0,5.99,clear sky
191,Sydney,AU,2020-08-30 18:03:23,-33.87,151.21,62.6,55,8,8.05,clear sky
192,Atyrau,KZ,2020-08-30 18:04:41,47.12,51.88,78.8,34,0,15.66,clear sky
193,Chunskiy,RU,2020-08-30 18:04:42,56.08,99.63,52.38,88,30,1.88,scattered clouds
194,Pouembout,NC,2020-08-30 18:04:42,-21.13,164.9,61.09,76,23,3.53,few clouds
195,Moose Jaw,CA,2020-08-30 18:00:23,50.4,-105.53,64.4,39,20,14.99,few clouds
196,Cape Town,ZA,2020-08-30 18:04:43,-33.93,18.42,51.8,57,20,4.7,few clouds
197,Ribeira Grande,PT,2020-08-30 18:04:43,38.52,-28.7,78.8,88,40,12.75,scattered clouds
198,Yantal,RU,2020-08-30 18:04:43,56.85,105.25,56.17,80,100,1.79,overcast clouds
199,Darhan,MN,2020-08-30 18:04:43,49.49,105.92,54.77,84,98,3.62,overcast clouds
200,Margahovit,AM,2020-08-30 18:04:44,40.73,44.68,80.6,36,26,10.29,scattered clouds
201,Walvis Bay,NA,2020-08-30 18:04:44,-22.96,14.51,66.2,34,0,16.11,clear sky
202,Lasa,IT,2020-08-30 18:04:44,46.62,10.7,55.99,87,40,2.24,scattered clouds
203,Jinchang,CN,2020-08-30 18:04:45,38.5,102.17,63.27,52,5,5.95,clear sky
204,Amahai,ID,2020-08-30 18:04:45,-3.33,128.92,76.71,89,95,3.85,light rain
205,Saint George,US,2020-08-30 18:01:12,37.1,-113.58,91.99,26,1,6.17,clear sky
206,Xinan,CN,2020-08-30 18:04:45,26.72,119.86,78.22,86,0,5.82,clear sky
207,Codrington,AU,2020-08-30 18:04:46,-38.27,141.97,45.55,73,58,10.09,broken clouds
208,Kapit,MY,2020-08-30 18:04:46,2.02,112.93,74.97,95,99,0.74,heavy intensity rain
209,Yerbogachen,RU,2020-08-30 18:04:46,61.28,108.01,50.99,81,69,3.71,broken clouds
210,Bjerkvik,NO,2020-08-30 18:04:46,68.56,17.52,46.4,75,40,10.29,scattered clouds
211,Tortoli,IT,2020-08-30 18:04:46,39.93,9.66,78.8,83,75,20.8,broken clouds
212,Cayenne,GF,2020-08-30 18:02:09,4.93,-52.33,89.6,62,43,13.87,scattered clouds
213,Valle Hermoso,MX,2020-08-30 18:04:47,25.67,-97.83,93.2,66,75,17.22,broken clouds
214,Lac-Au-Saumon,CA,2020-08-30 18:04:47,48.42,-67.35,48.2,93,90,24.16,mist
215,Kastamonu,TR,2020-08-30 18:04:48,41.5,33.67,68.81,34,0,2.55,clear sky
216,Hualmay,PE,2020-08-30 18:04:48,-11.1,-77.61,66.51,66,93,9.98,overcast clouds
217,Rawson,AR,2020-08-30 18:04:49,-43.3,-65.1,52.52,50,9,21.12,clear sky
218,Goderich,CA,2020-08-30 18:01:02,43.75,-81.72,73.0,59,44,8.3,scattered clouds
219,Burlington,US,2020-08-30 18:01:20,39.88,-74.64,79.0,41,20,13.87,few clouds
220,Ust-Maya,RU,2020-08-30 18:04:49,60.42,134.53,53.11,72,100,4.99,overcast clouds
221,Kondinskoye,RU,2020-08-30 18:04:50,59.65,67.41,66.06,83,49,11.05,scattered clouds
222,Hambantota,LK,2020-08-30 18:03:38,6.12,81.12,81.07,79,99,16.37,overcast clouds
223,Tacuarembo,UY,2020-08-30 18:04:51,-31.73,-55.98,54.34,58,70,8.48,broken clouds
224,Ossora,RU,2020-08-30 18:04:51,59.24,163.07,46.11,76,99,9.46,overcast clouds
225,Mount Gambier,AU,2020-08-30 18:04:52,-37.83,140.77,41.0,86,40,5.82,light rain
226,Kirakira,SB,2020-08-30 18:01:42,-10.45,161.92,79.83,83,100,13.22,overcast clouds
227,Vestmannaeyjar,IS,2020-08-30 18:04:52,63.44,-20.27,51.8,100,90,26.4,drizzle rain
228,Srednekolymsk,RU,2020-08-30 18:04:52,67.45,153.68,37.2,88,13,6.08,few clouds
229,Poquoson,US,2020-08-30 18:04:52,37.12,-76.35,86.0,51,1,8.05,clear sky
230,Sao Benedito Do Rio Preto,BR,2020-08-30 18:04:53,-3.33,-43.53,99.48,24,15,5.99,few clouds
231,Vostok,RU,2020-08-30 18:04:53,46.49,135.88,47.66,80,85,4.38,overcast clouds
232,Vanimo,PG,2020-08-30 18:04:53,-2.67,141.3,78.55,81,97,3.29,light rain
233,Harboore,DK,2020-08-30 18:04:53,56.62,8.18,57.99,78,1,15.84,clear sky
234,Zhanaozen,KZ,2020-08-30 18:04:53,43.3,52.8,74.62,36,30,9.17,scattered clouds
235,Murud,IN,2020-08-30 18:04:54,18.33,72.97,78.93,89,100,6.22,light rain
236,Luderitz,NA,2020-08-30 18:04:54,-26.65,15.16,57.4,39,92,30.51,overcast clouds
237,Santo Amaro Da Imperatriz,BR,2020-08-30 18:00:05,-27.69,-48.78,80.01,64,20,25.28,few clouds
238,Kamaishi,JP,2020-08-30 18:04:54,39.27,141.88,70.21,89,100,8.95,moderate rain
239,Lebu,CL,2020-08-30 18:04:55,-37.62,-73.65,50.29,65,0,22.84,clear sky
240,Bridlington,GB,2020-08-30 18:04:55,54.08,-0.19,55.4,71,75,10.29,broken clouds
241,Sola,VU,2020-08-30 18:04:56,-13.88,167.55,79.83,81,92,20.98,overcast clouds
242,Sechura,PE,2020-08-30 18:04:56,-5.56,-80.82,73.62,56,75,13.76,broken clouds
243,Tazovskiy,RU,2020-08-30 18:04:57,67.47,78.7,43.41,89,76,7.25,broken clouds
244,Beringovskiy,RU,2020-08-30 18:04:57,63.05,179.32,46.53,82,100,29.93,light rain
245,Pervomayskiy,RU,2020-08-30 18:04:57,53.25,40.29,68.38,61,4,9.95,clear sky
246,Klaksvik,FO,2020-08-30 18:04:57,62.23,-6.59,51.8,93,95,9.17,overcast clouds
247,Tiksi,RU,2020-08-30 18:04:58,71.69,128.87,41.67,89,1,7.81,clear sky
248,Los Llanos De Aridane,ES,2020-08-30 18:04:58,28.66,-17.92,77.0,57,75,18.34,broken clouds
249,Denpasar,ID,2020-08-30 18:04:58,-8.65,115.22,78.8,88,20,14.99,few clouds
250,Esperance,AU,2020-08-30 18:02:23,-33.87,121.9,44.6,87,66,12.75,broken clouds
251,Avarua,CK,2020-08-30 18:01:49,-21.21,-159.78,73.4,73,21,8.05,few clouds
252,Port Lincoln,AU,2020-08-30 18:04:59,-34.73,135.87,51.84,63,42,6.31,scattered clouds
253,Vardo,NO,2020-08-30 18:04:50,70.37,31.11,48.2,87,75,23.04,light intensity shower rain
254,Naze,JP,2020-08-30 18:02:50,28.37,129.48,82.4,88,20,6.93,few clouds
255,Haines Junction,CA,2020-08-30 18:04:59,60.75,-137.51,46.8,75,100,4.14,light rain
256,Madang,PG,2020-08-30 18:05:00,-5.22,145.8,75.54,82,58,6.31,broken clouds
257,Zhanakorgan,KZ,2020-08-30 18:05:00,43.91,67.25,81.52,18,0,20.18,clear sky
258,Barcelos,PT,2020-08-30 18:05:00,41.54,-8.62,73.99,60,0,11.41,clear sky
259,Camacha,PT,2020-08-30 18:05:01,33.08,-16.33,73.4,60,20,14.99,few clouds
260,Chaohu,CN,2020-08-30 18:05:01,31.6,117.87,82.0,100,0,2.24,mist
261,Kavaratti,IN,2020-08-30 18:03:29,10.57,72.64,82.38,78,63,11.63,broken clouds
262,Pizarro,CO,2020-08-30 18:05:01,4.95,-77.37,82.9,67,71,5.84,broken clouds
263,Clyde River,CA,2020-08-30 18:05:02,70.47,-68.59,50.0,81,20,13.87,few clouds
264,Dinhata,IN,2020-08-30 18:05:02,26.13,89.47,84.4,75,97,2.13,overcast clouds
265,Bambanglipuro,ID,2020-08-30 18:01:36,-7.95,110.28,72.99,85,93,7.07,overcast clouds
266,Boda,CF,2020-08-30 18:05:02,4.32,17.47,71.83,89,88,0.6,overcast clouds
267,Kruisfontein,ZA,2020-08-30 18:05:03,-34.0,24.73,48.0,79,92,8.41,light rain
268,Kahului,US,2020-08-30 18:04:46,20.89,-156.47,78.8,65,40,17.22,scattered clouds
269,Yamada,JP,2020-08-30 18:05:03,39.47,141.95,69.37,91,100,7.63,moderate rain
270,Teluknaga,ID,2020-08-30 18:05:03,-6.1,106.64,81.0,74,40,4.7,scattered clouds
271,Kotovo,RU,2020-08-30 18:05:04,50.32,44.8,66.78,45,0,4.03,clear sky
272,Najran,SA,2020-08-30 18:03:13,17.49,44.13,89.6,15,20,6.93,few clouds
